wavelength_nm,reflectance
400,0.030234165462626444
401,0.03025557041047989
402,0.030291354695437075
403,0.03015893724862096
404,0.029994250472908136
405,0.030025109128879384
406,0.02998466575005193
407,0.02987336734805547
408,0.0299015333106585
409,0.029836680168440155
410,0.029810762736679035
411,0.029736941294700364
412,0.029642183438291142
413,0.029651433534252092
414,0.02954653626478103
415,0.029563840288174437
416,0.029479932234826922
417,0.029453248057552124
418,0.029514330850747887
419,0.02947117805340974
420,0.02946194947075224
421,0.029332306940333723
422,0.029226275640799118
423,0.029244996797843183
424,0.029179068055471477
425,0.029210960352859812
426,0.029170367423043846
427,0.029087036848372487
428,0.029112235756359996
429,0.029016156197322028
430,0.028974914821601055
431,0.028929312822442897
432,0.02890309679184625
433,0.028924939986525164
434,0.02888518584146524
435,0.028879649498094996
436,0.028830591582559916
437,0.02880723180053677
438,0.028847883540133838
439,0.028789017168780053
440,0.028730442972916825
441,0.02872528069705569
442,0.028705307461408945
443,0.028711553095393406
444,0.028679014166964906
445,0.028583839086625037
446,0.02851203587311597
447,0.028491347249387334
448,0.028560906388257656
449,0.028503711372309695
450,0.028491847731022583
451,0.028429462495032323
452,0.028377195630315967
453,0.02840532988393726
454,0.028382054986737938
455,0.028384902138083958
456,0.028360715138001865
457,0.028282747864152212
458,0.028281375715339504
459,0.028245647525950175
460,0.028205654731566897
461,0.028203905007714813
462,0.028125020242195656
463,0.028179818067410684
464,0.028102933238934747
465,0.028069139250800065
466,0.028045908631839516
467,0.027997851125092375
468,0.02799920870282969
469,0.028019844997120853
470,0.028032105208827283
471,0.027951566261312746
472,0.02785340558434927
473,0.027933729409182564
474,0.027926967036639806
475,0.02790846518094655
476,0.027892267186353046
477,0.027837468529074216
478,0.027838927112449542
479,0.027802418778187392
480,0.027775833961385395
481,0.027760851882053038
482,0.02771223723640316
483,0.02772654018052046
484,0.027678905586642245
485,0.027675790895959826
486,0.02766016604872057
487,0.027583712059380455
488,0.0276189883448996
489,0.027581511686876694
490,0.02756478501379023
491,0.027542254777084534
492,0.027490684664229135
493,0.027500466360656062
494,0.027493760220826346
495,0.027463517884571974
496,0.0274718890582043
497,0.027444487300323395
498,0.02751448614640708
499,0.027461739502565283
500,0.027383590328002708
501,0.02743080463020379
502,0.027376616017549853
503,0.027435381802012302
504,0.02741622959520392
505,0.0273740986585996
506,0.027340828165169542
507,0.027309382240640147
508,0.027345792700619712
509,0.02730416158072187
510,0.027319974400630866
511,0.027301335962802785
512,0.027228717658252126
513,0.02724490341468482
514,0.027225409748099918
515,0.027214678056627674
516,0.027201891958225605
517,0.027185811879303762
518,0.027162549121298705
519,0.027119633021925105
520,0.02712389489298274
521,0.027106781401643215
522,0.027067658666786662
523,0.027084808965847
524,0.027078037285539966
525,0.027061700007066432
526,0.027045214530659056
527,0.027035685081095665
528,0.027063880667027453
529,0.027049314651741974
530,0.02701257771236123
531,0.02699793923204888
532,0.026973510850250775
533,0.026995087835122496
534,0.026937609972053054
535,0.026914099230022873
536,0.026930656920447254
537,0.026928716098050046
538,0.02694987307168948
539,0.026885211694749295
540,0.026890620081621144
541,0.026888175675214114
542,0.026859231480849073
543,0.026900410227519052
544,0.02684609133839751
545,0.026862265425984078
546,0.026855194771282388
547,0.02684891137267368
548,0.02687293860787526
549,0.026841755344548957
550,0.02683204463185686
551,0.02684454445725015
552,0.026858735396042128
553,0.02682427625019312
554,0.026818899278842116
555,0.02681281259669472
556,0.026817716296398716
557,0.026811684176798075
558,0.02679100991562535
559,0.026796999636392052
560,0.026805726549961207
561,0.02682177814343784
562,0.026794349533496523
563,0.026848919631956403
564,0.02680862745302343
565,0.026824563356570068
566,0.026815965243339446
567,0.026792915374108845
568,0.026836031101313985
569,0.026803899518218554
570,0.026805456839341543
571,0.026837351534757015
572,0.02680652765676021
573,0.026810199750447558
574,0.026774537230335127
575,0.02678443322715383
576,0.026837510720802194
577,0.026792405403973953
578,0.026811399718732053
579,0.026792879843744545
580,0.026817167650767956
581,0.02681964982990199
582,0.026797729330074068
583,0.026819448298434946
584,0.026766483874185513
585,0.026793452381611297
586,0.026816429951783884
587,0.0267852267150176
588,0.02678264937670597
589,0.026784887461906395
590,0.026791818760296224
591,0.026782427655037813
592,0.026750168796312455
593,0.02680992554086778
594,0.02678699593244597
595,0.026761306424350303
596,0.026812467980725025
597,0.026750703235186572
598,0.026799122262673645
599,0.026814150107971398
600,0.026724668898683218
601,0.026740288156260724
602,0.026727579906906575
603,0.026768157995244745
604,0.026769866163505674
605,0.026735837078799323
606,0.026784650163556436
607,0.02674115953438708
608,0.026767387596020452
609,0.026819922644325356
610,0.02677348857058118
611,0.026786324099894575
612,0.026724337361070827
613,0.02675746055458342
614,0.02678297685279305
615,0.02673080010658913
616,0.026751337827995207
617,0.026728239181478167
618,0.02672616974112964
619,0.026734751858982407
620,0.026694443401081257
621,0.02670895146411054
622,0.026696296001674332
623,0.026648453484174422
624,0.026671127506180375
625,0.026664063057133335
626,0.02668153227335826
627,0.026671322389930998
628,0.02666038347395747
629,0.026649632894364787
630,0.02659009202279098
631,0.0266106324877391
632,0.026664570149673866
633,0.026587569538239295
634,0.02660549255219487
635,0.0265973775449372
636,0.02658523660789921
637,0.026635932182905497
638,0.0265594483197607
639,0.02659862497940995
640,0.02657256011594568
641,0.026512824088657645
642,0.026578390445093542
643,0.026529133543994825
644,0.026551657860207384
645,0.02659024168278539
646,0.02653334918424429
647,0.026531771522349343
648,0.026502946628180295
649,0.026500913772490215
650,0.026545887648644205
651,0.026483566162683967
652,0.02653134934327022
653,0.026494523346835726
654,0.026374066370554
655,0.026426604452867878
656,0.02642121852585088
657,0.0264125838144623
658,0.026436852732635668
659,0.02640816902559446
660,0.02643038632125691
661,0.026348168731317005
662,0.02640013339932749
663,0.026446570489164694
664,0.0263613215180309
665,0.026385915058359896
666,0.026359001293626238
667,0.026369024164598364
668,0.02639079028421266
669,0.026370000176898757
670,0.02637855777502889
671,0.02635493379775703
672,0.02637499272669751
673,0.02637458426404685
674,0.02634056972780889
675,0.026362706371194422
676,0.02633926697199659
677,0.026337390690496038
678,0.026362347573208166
679,0.026312256649158816
680,0.026379204001378127
681,0.02634827083158657
682,0.026326479549342176
683,0.02637862127758884
684,0.026353893430360244
685,0.026357293818150374
686,0.026334897501587785
687,0.026360358292062052
688,0.026446064128223985
689,0.026395868310306245
690,0.026395823270269243
691,0.0263990032620776
692,0.026404942559328657
693,0.026424616050499415
694,0.026369459644031423
695,0.02642066238479268
696,0.02639749187665303
697,0.026367966904613387
698,0.026391676900629518
699,0.026375055292733676
700,0.026441725871552354
701,0.026400088797481656
702,0.02640219447187847
703,0.026420750890539007
704,0.026395649806431505
705,0.026396721251214023
706,0.026396636359680266
707,0.02637267957750437
708,0.026420459054366317
709,0.02644196033769033
710,0.02638793006037325
711,0.026359754299372536
712,0.026360692921790732
713,0.026412239011157204
714,0.02639384346559829
715,0.02638136005275775
716,0.026405937432524246
717,0.026368419033444255
718,0.026382148951927007
719,0.026440095240199326
720,0.02638880966577094
721,0.026406524433994216
722,0.02637806442988117
723,0.02640656028734278
724,0.02642712264314644
725,0.026395109253763198
726,0.026381136489326305
727,0.026392359672891413
728,0.026411068653623093
729,0.026440037763757526
730,0.026403106516224264
731,0.026401802035747445
732,0.02636124665225797
733,0.026366453766966214
734,0.02645133097648962
735,0.02637949262616154
736,0.026425013121139592
737,0.026359814140335277
738,0.026396261123790284
739,0.026418733019842808
740,0.026399176220118954
741,0.026433003962499375
742,0.026409043248278974
743,0.026393966789951415
744,0.026427792543033672
745,0.026376388812938512
746,0.026424201772654924
747,0.02642668701851387
748,0.026498564236432876
749,0.026515535016807083
750,0.026450052740275475
751,0.026497723510412963
752,0.02644325217327185
753,0.026469386753268917
754,0.026482580901709754
755,0.026453597506486563
756,0.02649956910849835
757,0.026436515559700717
758,0.026435432500863373
759,0.026453476144127536
760,0.02641131785594837
761,0.026429827438178434
762,0.02641090872165516
763,0.0264046302319807
764,0.026464374846724554
765,0.026414682509056136
766,0.026449074060809454
767,0.026401358420055556
768,0.026421375355171348
769,0.0264539964442121
770,0.026426593999247384
771,0.026457003818435795
772,0.026400972967247804
773,0.02639599098792673
774,0.0264385371478911
775,0.026402211595590683
776,0.026424901808725226
777,0.026384203780392756
778,0.02640816793343036
779,0.026397190037125436
780,0.026385027232388194
781,0.02639358607986515
782,0.026399927719296588
783,0.02638211441675347
784,0.026401021839134335
785,0.026378480274215143
786,0.026389529578795697
787,0.026381956361916502
788,0.026374269711564778
789,0.026404469020814905
790,0.026361908115191183
791,0.026391198414665563
792,0.026352577754047642
793,0.026345534687521186
794,0.026421014970253242
795,0.02637801404358397
796,0.026387380008144
797,0.026354719836806012
798,0.026396566125219813
799,0.026492499362723305
800,0.0265958962295734
801,0.026564699865301442
802,0.02656118464576863
803,0.026535655329666546
804,0.026540105525741417
805,0.026529150365381116
806,0.02650160714814339
807,0.026516186244520477
808,0.026513170809829432
809,0.02649579754389041
810,0.02649250763462905
811,0.02648597485412273
812,0.026467437477878556
813,0.02645863359242
814,0.026452961862746597
815,0.026451677239140853
816,0.026427449334312045
817,0.026443368970987844
818,0.0264336785437779
819,0.02640982888813136
820,0.026394914388006424
821,0.026387530453253313
822,0.026383429036005254
823,0.02636207871866085
824,0.02635232201852495
825,0.02635222858843474
826,0.026348201529949877
827,0.026317135564152844
828,0.02629953061813755
829,0.026300143584869835
830,0.026295421102083286
831,0.02628733821795188
832,0.026291994208270643
833,0.026298800290078844
834,0.026301721968351996
835,0.026297002911840228
836,0.02626892991132061
837,0.026265003554234723
838,0.026244954424722886
839,0.026237343554527653
840,0.026224523998839934
841,0.02625998547339306
842,0.026287217606265553
843,0.026291653511304303
844,0.026286993800155107
845,0.026272960816431722
846,0.02625946333117898
847,0.026232800141343618
848,0.026245660956734005
849,0.026241877492995225
850,0.026225842903287513
851,0.02623914450543012
852,0.026233883267625803
853,0.02620120074402013
854,0.026191968164244624
855,0.026190980356335186
856,0.026163481237768498
857,0.02616290740513743
858,0.026140299319247697
859,0.026162894115683885
860,0.026004206164541414
861,0.025425189552302403
862,0.02519212872351781
863,0.025424851524710888
864,0.02532341834409351
865,0.02541871517666222
866,0.02523822548210842
867,0.02547528663709354
868,0.025413158587170654
869,0.02554515869701592
870,0.025326153003452846
871,0.025460561201017466
872,0.025339863307278075
873,0.02558666252060787
874,0.025335569056874837
875,0.025482542687435036
876,0.025459291906295152
877,0.025529944818884258
878,0.025346661652761254
879,0.025469714199985553
880,0.025366397047534787
881,0.02557731617586439
882,0.025444283279019153
883,0.025367835623144548
884,0.02525273311016485
885,0.025472933624051383
886,0.025401968777977776
887,0.025562527586170426
888,0.025398246514952552
889,0.02557426195789684
890,0.025529069924079217
891,0.025537561149173695
892,0.025447771285577556
893,0.025496332653935264
894,0.02544083370645442
895,0.025539793537915044
896,0.02546219718547513
897,0.025520913554320936
898,0.025316297603032188
899,0.02538197904035173
900,0.025381212637809094
901,0.025435953968166756
902,0.02537434477543452
903,0.02544738264288006
904,0.025439739017529387
905,0.02540388705498198
906,0.025425745830571736
907,0.025472494604236583
908,0.02538760955134381
909,0.025396118255830425
910,0.025287782864212564
911,0.025381128835281208
912,0.025365700228377027
913,0.02531734297099481
914,0.025294306952216468
915,0.025288835492609164
916,0.02521442639503548
917,0.025237251720011282
918,0.025267382090895858
919,0.02526748348913769
920,0.025222116746183403
921,0.025196074255432546
922,0.025208782946237858
923,0.025196795665284353
924,0.025162838208665553
925,0.02520346300767072
926,0.025135115712859764
927,0.02507648752414679
