sample_id,ultra_blue,blue,green,red,nir,swir1,swir2
veg_soil_mix,0.05883135146485281,0.07184150064236579,0.10534875721074465,0.05808538462202581,0.4520505843915641,0.3866577231966479,0.3011260422622666
urban_soil_mix,0.1455409695858507,0.1518859256545504,0.16045394935853072,0.16909231863559607,0.17937863047972016,0.2516821834891272,0.23593016502495912
water_edge_mix,0.07604991941085298,0.07982555920393848,0.08612488862613416,0.09051282909412793,0.08039738118199276,0.10345226809449319,0.11739533915244996
