band_id,segment,reflectance
blue,vnir,0.06076142919449408
green,vnir,0.10731716380003077
red,vnir,0.05699131550803177
nir,vnir,0.45459855020497003
swir1,swir,0.3847269258435856
swir2,swir,0.31707294895444665
