band_id,segment,reflectance
ultra_blue,vnir,0.10648802260464947
blue,vnir,0.11824032750150655
green,vnir,0.1436328437775665
red,vnir,0.11725906646302994
nir,vnir,0.3315603515157908
swir1,swir,0.33665279656632885
swir2,swir,0.276394835379044
