band_id,segment,reflectance
ultra_blue,vnir,0.05881783487634403
blue,vnir,0.0667545363604006
green,vnir,0.10235280714472947
red,vnir,0.05507963439234959
nir,vnir,0.45475756816222557
swir1,swir,0.38460459358487753
swir2,swir,0.29828999039474885
